,ID,Latitude,Longitude,Name,Price,Rating,Zipcode
0,_Q8Q52ASUe4QwpGyXc4JYg,38.960865,-94.742004,Bulk It,$$,4.0,66215
1,RZpPoAVS36eevvuFNmqmog,38.9726139,-94.7230831,C Jack's Quiche,$$,5.0,66215
2,cqa6vnjh2rVA7X3eWHP20A,38.970331,-94.734668,Ibis Bakery,$$,5.0,66215
3,DfR91n_-8q8U5DH0XsD5Zw,38.9715754680674,-94.7269360877036,Carora Bistro,NA,4.5,66215
4,ucj13bqQu5vs5pwQ7OIJ-w,38.95162974,-94.72303213,Chick-fil-A,$,4.0,66215
5,eNxF0TqvUlS462P5QSSprA,38.956917,-94.736562,Mi Ranchito,$$,4.0,66215
6,O5B8CkiUwRwEpL-MNeCOvw,38.9716780814503,-94.758790628836,Papa Murphy's,$,4.5,66215
7,mfzGuS0-Ri6DcwTg6QmmDg,38.937608,-94.755185,Tall Grass Toffee,NA,4.0,66215
8,88LC-fFzEKYFT-Th_W-cqw,38.970255,-94.72738,Nazareth Sweets Baklava & Cafe,$,5.0,66215
9,XJI_18nkvdaqQP4cUTRR2g,38.9725184299426,-94.7382730557503,KC Grill & Kabob,$$,4.0,66215
10,4cuyUsffNAogHBBmd1-fWg,38.9708551,-94.727803,Holy Land Cafe,$,4.5,66215
11,qjiGGZtSJydPRfWqEbYZzQ,38.970312,-94.734464,Black Dog Coffeehouse,$$,4.5,66215
12,pWTKd6Au5FlZhe8VcOHBGw,38.9426716322583,-94.7425800509674,Grinders Stonewall,$$,4.0,66215
13,KwpFUV0H3JbEzm3Sx3LCYw,38.9723378714647,-94.7413668295169,Hy-Vee,$$,3.5,66215
14,bz5ov66MeTFjLZ3gtnBwzw,38.9716345731256,-94.7343724390618,Ronnie's Restaurant,$,4.5,66215
15,e9VIDegl6ts5AreQXGh8fA,38.9583513648496,-94.7332024443072,Costco Wholesale,$$,3.5,66215
16,yhZo2Cynn5AjkO_s1guZRw,38.971772,-94.744183,Velo +,$$,4.5,66215
17,h59pApXRPuTgSVr9YubaCA,38.9573150105639,-94.7266590464634,Chipotle Mexican Grill,$,3.5,66215
18,Eq6lo1milA5s6Yy7Qno8XA,38.9719829299579,-94.7267649833981,Korma Sutra,$$,4.0,66215
19,aCRoFMKLzCSN2F8-YW8klw,38.95729,-94.72674,Pie Five Pizza,$,4.0,66215
20,6x2uUQ5dZWHEMbaJSPULgg,38.97228,-94.759767,Starbucks,$$,4.5,66215
21,ijNW_K5kPdJeNuwr1djOjQ,38.97055,-94.72504,Zarda,$$,3.5,66215
