,ID,Latitude,Longitude,Name,Price,Rating,Zipcode
0,00eNYXMKgUV5vMUBBBmXmQ,34.0173639,-118.278314392065,Azla,$,4.5,90007
1,0fvsF6mV5DqyQJb_cc6V3Q,34.025354,-118.285446,Dulce,$$,4.5,90007
2,ZKUTkE6-dOdpqrjcNxslVQ,34.029109954834,-118.283065795898,Skinny Bitch Pizza,$$,3.0,90007
3,bGpyZlA_28x6b1PpEMjCUA,34.0398651,-118.2987174,Califlower Pizza,NA,3.5,90007
4,3IoIViOW1W38eQOPWm0_DA,34.0344536304474,-118.283669427037,Ebaes,$$,4.0,90007
5,RAzUPIaCuqufZoPV9gwzUQ,34.024758,-118.284446,Honeybird,$$,4.0,90007
6,vC_6J_nGyf4J8xt-Vu6Shw,34.01744,-118.2783,Chichen Itza Restaurant,$$,4.5,90007
7,QR_nGiZzqqgxhk6Q5rJeBg,34.0384925109839,-118.291610594329,With Love Market & Cafe,$,4.5,90007
8,9FKUUqtp58x6nIRNgEJ45w,34.029109954834,-118.283065795898,Amazebowls,$,4.5,90007
9,M5bYoUIOqrQ9bEEGxQfCSA,34.0342569,-118.283559,Nature's Brew,$,4.0,90007
10,Emurmrl9E3vOXmiEcq3qkw,34.0344334,-118.2916849,Bird's Nest Cafe,$$,4.5,90007
11,MngSqXZbc4-x8lZTby1SrA,34.0256549,-118.294352,Himalayan House,$$,4.0,90007
12,Ckjlcv3mOPnCosSEPb4tmg,34.0249016337977,-118.278697446791,La Taquiza,$,4.0,90007
13,fmf9Gz1afO8X0aohHsyWZA,34.0231904567859,-118.279516334918,Blaze Fast-Fire'd Pizza,$,4.0,90007
14,TDCDiaAsehZ0fuB65_yVQw,34.018666,-118.281577,Pizza Studio,$,4.0,90007
15,wjU7E9cMWgxZO9HNTn_tig,34.0350353531902,-118.283531060368,Everytable,$,4.5,90007
16,n3SVR7N0DhhuQgwUD7t4qA,34.0341325,-118.2914051,Aloha Deli Market,$,5.0,90007
17,4v8QkvS8a7_WZ7Y4CDLlKA,34.0306379954888,-118.273381490957,T&T Lifestyle,NA,4.5,90007
18,BonZ748EKm8pwtVQalFpYQ,34.02876,-118.27517,Jacks N Joe,$$,4.0,90007
19,jiVbxtO2Uc9D9J5weVBeQQ,34.024791,-118.283982,Saola By Hannah An,NA,3.5,90007
20,ZpMi8UddVhG2_pN8be6HXw,34.024674,-118.285239,Greenleaf Gourmet Chopshop,$$,3.0,90007
21,NLG1f39axJtgYLzPUQ1SpQ,34.031248,-118.2666412,Artisanal LA,$$,4.0,90007
22,Toojxn46J0ONNSG4Sbo2pw,34.039886,-118.298736,Yes I'm Vegan,NA,1.0,90007
23,_lrLfLy3e2jr-zGigfFW4A,34.02523,-118.29857,Revolutionario: North African Tacos,$,4.5,90007
24,iyRcimzticDTE0ZfaufZLg,34.0290551772927,-118.273051504499,Central Kitchen,$$,4.0,90007
25,Krc-7QWLwMmXF90w7FAi2Q,34.0346442,-118.2841619,Cafe Amandine,$,4.5,90007
26,0z23Jk7U_MpvtqKINPL2fA,34.0282923762355,-118.275208244705,Dirt Dog,$,4.5,90007
27,qIwISTsz_2DXVqEfuTDYng,34.0256979,-118.2776066,Pasta Roma,$$,3.5,90007
28,ldjkVkY5GO9-XWN9-8mmWw,34.01744,-118.2783,Mercado La Paloma,$,4.5,90007
29,5uoPGAQoxnJPYutowykw5w,34.0398651,-118.2987174,ORGANICO,NA,5.0,90007
30,2gd5V6LoCdMbULUOVf_YgQ,34.028444256481,-118.275777769604,Poke By Hawaii,$$,4.0,90007
31,iCmdkwvBmfBdB2yGj4qemg,34.0398651,-118.2987174,Crazy Rich Asian Foods,NA,2.0,90007
32,dQI2N7qVsjrQ4BxnyR0pHg,34.0242256,-118.2846996,Wahlburgers,$$,3.5,90007
33,8polKN4I6fJx1t8pPxogVw,34.03447,-118.28341,Bacari W. Adams,$$,4.0,90007
34,s00ZAKyu-rjpKsr3m6ReGA,34.0398651105057,-118.298717290163,Moonbowls Healthy Korean Bowls,NA,3.5,90007
35,QZulGq646k8J1UfJbfDvhA,34.0320237174903,-118.290662739486,Ralphs,$$,3.0,90007
36,2t-FTIdnJC1gDjpims7oMQ,34.0246799,-118.27775,El Huero,$,3.5,90007
37,zV7GYFECaJNisvozl2b8Gw,34.0398651,-118.2987174,LA Breakfast Club,NA,3.0,90007
38,sAf2xtvoAzDAyWq3YO11Cg,34.0302,-118.29193,Olympian Burgers,$,4.0,90007
