,ID,Latitude,Longitude,Name,Price,Rating,Zipcode
0,puL3qYj7eImp071eRmEqnQ,35.99552,-78.90082,Luna Rotisserie and Empanadas,$$,4.5,27701
1,2-cMz1jF0ot0Q4W9yv0kXA,35.996748,-78.903971,Toast,$,4.0,27701
2,pn71lVDgzc08_mSgFT1Pmg,36.003512,-78.9004,Parts & Labor,$,4.0,27701
3,Rt4AzFagdesErgJmoPVOqg,35.9989585876465,-78.9088897705078,Parker & Otis,$,4.0,27701
4,FuUG7Jo8L5PRD9bdxxC-gA,36.0203544786635,-78.914233068772,Earth To Us,NA,5.0,27701
5,CgXcFOy6Rm6cIqEZe86UQg,35.9954377,-78.8999432,Bull City Burger and Brewery,$$,4.0,27701
6,i5eGelrOlMhPke_D8R1EqA,36.00059,-78.90978,Goorsha,$$,4.0,27701
7,nwSHH3DSudFC2jYL8GDLwA,35.996829,-78.902331,Ninth Street Bakery,$,4.0,27701
8,8-xpaRknY-pZi3ORLmVk0w,35.996719,-78.904807,Mateo,$$,4.0,27701
9,pIwH1qKz8LJLDa8tLiaLIw,35.99536,-78.90134,Matt Northrup,NA,5.0,27701
10,JIRJ5CI-4RWdvHJ2ZB_HwQ,35.99467,-78.90073,Bar Virgile,$$,4.5,27701
11,x-5k1B5jhZsoBjYom9j1Wg,35.996453,-78.9010638,Neomonde Mediterranean Durham,NA,3.5,27701
12,AdV3qLfQZVi3T7O-Y6qA8Q,35.99762,-78.90621,Cucciolo Osteria,NA,4.5,27701
13,-jUjQNuMM3tPVx2OpdzJ0Q,35.9968101,-78.9046691,Mothers and Sons Trattoria,$$$,4.0,27701
14,FyyFpn9uBNm6VXP778YBbQ,35.99103,-78.89949,Bull City Ciderworks,$,4.5,27701
15,g9J4Q-nRln9ZQsZykxVgDg,35.99526,-78.90151,Pie Pushers,$$,4.0,27701
16,xab3KacRx_pqwbJiScYTfA,35.9958445,-78.8996129,Pompieri Pizza,$$,4.0,27701
17,lrlr6KkwyNcK_cT5lQtQRA,35.9978133,-78.9010988,M Kokko,$$,4.5,27701
18,IWyrQ4yIM0kzVNQoQZIoPA,35.999016339865,-78.9073109998009,Ramblers,$$,4.5,27701
19,0QE-JiBhGoNSCM2753Cdsw,35.9964425861835,-78.90326410532,Taberna Tapas,$$,4.0,27701
20,wFNyixt992xJ07TC8FWw8w,35.9966701925854,-78.9021915539673,The Parlour,$,4.5,27701
21,Dcp1b5INcSh-ELSGlEfprw,36.000178232789,-78.9053542166948,Gonza Tacos Y Tequila,$$,4.0,27701
22,aWzVJe3RXEcXaysURGYaHw,35.9963971,-78.9012208,Pour Taproom - Durham,$$,4.5,27701
23,5ppNjcvJeZ2tFomEb66n1w,36.0007499,-78.90189,Durham Farmers' Market,$$,4.5,27701
24,rMr_QQWey2COrWy2IqPSzg,35.99816,-78.90713,It's a Southern thing: Kitchen and Bar,$$,4.0,27701
25,RlfnsUaDm6-4cRTkkcQANA,35.9969849682909,-78.9036373878186,Pizzeria Toro,$$,4.0,27701
26,hEeRHI6INn097hP2FAgH9Q,35.9970358,-78.8997553,Rue Cler,$$,4.0,27701
27,QK_wEUMAe29-ZaMqrCGthg,36.0039444224432,-78.9011263847351,Cocoa Cinnamon,$$,4.5,27701
28,lfRzIZHwd84t3eJConlorg,36.00075,-78.90898,Rose's,$$,4.0,27701
29,YBE9D3CzfAyE2Dmqu5fo8w,35.9957870513337,-78.8999428988473,Dos Perros,$$,3.5,27701
30,CfdDRpEV5A-G06C_6vlWmw,35.99654,-78.90102,Jack Tar and the Colonel's Daughter,$$,4.0,27701
31,KVx4XV7Vb41Epj_6D-6CsQ,35.9992218017578,-78.9036178588867,Soomsoom Pita Pockets,$,4.0,27701
32,ypId7Rdd6Joajhq4CwYs1A,35.99691,-78.91769,Grub Durham,$$,4.0,27701
33,uNgNqSK9aRuICpHPAq-W8Q,35.996634,-78.903935,Beyú Caffé,$$,3.5,27701
34,w-jWp2GF4B5l9fx7smr-ug,35.9962983244785,-78.903259,Thai At Main Street,$,4.0,27701
35,j0ebtaRdwwkPYDjDHQl9ig,36.00356,-78.90112,Geer Street Garden,$$,3.5,27701
36,Wkz24H5t6xvIQ4YKgwzYXg,35.996433,-78.916603,Durham Co-op Market,$$,3.5,27701
37,_UkwyxiXRG-znN3yyGmlyQ,35.995028,-78.901153,Copa,NA,3.5,27701
38,JjDUdBaRbNUPsykGOUVMEw,36.018238,-78.888425,Alpaca Peruvian Charcoal Chicken,$,4.5,27701
39,tU2DxR416k6ebT-4APBY1w,35.99857,-78.90226,Cakemobile,$$,4.5,27701
40,fQjvseLH2Y56ny3-uAHo0Q,35.9973276145175,-78.9011884153442,M Sushi,$$$,4.5,27701
41,pdXFZn7tLuP1VKE6Ydk2cg,35.99272,-78.90393,Only Burger,$,4.0,27701
42,0iWLE3z4oW_QMMwyz1JATw,35.9928365126494,-78.9055576794144,Tyler's Restaurant & Taproom,$$,3.5,27701
43,HpDhlllkYcEmt3_xx1krkA,36.00351,-78.9004,Motorco Music Hall,$,4.0,27701
44,If44h26TAxhym7DOygEdsQ,36.000669,-78.909988,The Federal,$$,4.0,27701
45,XpLta_Sq3sjhetphNU8xNA,35.9915638167499,-78.9058002151501,Mellow Mushroom,$$,4.0,27701
