,ID,Latitude,Longitude,Name,Price,Rating,Zipcode
0,hC41bT3o6E2Ub7GwFLlpXg,34.1497537493706,-118.441392704844,Mendocino Farms,$$,4.5,91423
1,qLAVvIhEriCdyptgqGR_FQ,34.1479565484519,-118.432117290795,Bluebird Brasserie,$$,4.0,91423
2,0nodbAAmzaG3MJWzPUpvTg,34.1495597,-118.4316976,Garden Cafe,$$,4.5,91423
3,ybf5brJqdGzKSH0OGf0XdQ,34.148279,-118.43042,The One Up,$$,4.0,91423
4,lPplQRh6JpfFc1yuughl_g,34.14826925818,-118.433834575117,Karreno's Kitchen,NA,5.0,91423
5,_-ZB9fGspPGFhkmMGXS5OQ,34.1515426635742,-118.448143005371,veSTATION,$$,4.5,91423
6,jX9iFsovc-drcX-1ifzFPQ,34.147726,-118.430464,Orange Delite & Grill,$$,4.5,91423
7,ZRixLjyShJ3ae4pDgvb-5g,34.1499729,-118.4450488,Artful Foods Catering,NA,5.0,91423
8,gNlliTGDX0HX-XzDqXA1dg,34.149048,-118.439201,The Local Peasant - Sherman Oaks,$$,4.0,91423
9,ftCQFHxu2an8d3NyAQLAEg,34.149959,-118.441226,Islands Restaurant,$$,4.0,91423
10,6ZszVZRCVx8itOWSKagt8w,34.15081,-118.43298,L.A. Rasoi,NA,3.0,91423
11,kn3j8JhVPuNSBXh0G5wcTA,34.1478157,-118.4292455,The Coffee Roaster,$,4.5,91423
12,m4gC5k2b6sQISUGR7WuL5Q,34.148567051059,-118.43582299103,Poquito Más,$,4.0,91423
13,fdWIjSsgcMUNsu5YWZvwWw,34.1482985898747,-118.428947280457,Maya's Brigadeiro Brazilian Sweets,$$,5.0,91423
14,H4fM_7dN3-8kiA1jJdOsmQ,34.1482736902139,-118.434121426664,The Poke Haus,$$,4.0,91423
15,57SX3cDWbnY8-MICRShTPw,34.1502805,-118.4456746,Art Rebel,NA,4.5,91423
16,Q6Y7a1KiJ2-UqExAKbLplQ,34.1473283,-118.4263409,Sushi Note,NA,4.5,91423
17,4hhYRAjY2yoLl9jqX-THvQ,34.148193,-118.434041,Sweet Butter Kitchen,$$,3.5,91423
18,taK-D-1XCCV8JkSOUhoixA,34.15063,-118.42159,M Street Coffee,$,4.5,91423
19,ZkDjYWeUfku8JGYhWwemEA,34.14816,-118.43027,Antonio's Pizzeria & Italian Restaurant,$$,4.0,91423
20,v4vZBayS6tGmc2YIEhzhPQ,34.1466959420228,-118.424466982192,Le Petit Restaurant,$$,4.0,91423
21,GUlJZ50fs2nTGvyUTF_4pA,34.151554,-118.4478404,Alcazar Fresh Mediterranean Food,$$,4.5,91423
22,m3_cLHG9KhpWu7NtQC-XCQ,34.14722,-118.42458,Menchie's - Sherman Oaks,$,4.0,91423
23,9eS5_RECGpBtHOgUg8QZMg,34.149226,-118.440793,Leaning Tower Pizza & Pasta,$$,4.5,91423
24,sQvMFqvQrdi2mnWkavf3tA,34.146982,-118.42576,Mistral,$$$,4.5,91423
25,1HfgX6qhtRDg7oIT1e1n5w,34.14719,-118.42438,Wood & Water,$$$,4.0,91423
26,eXgljPZylSRcveqDK_HNuw,34.148148,-118.430145,The Woodman,$$,4.0,91423
27,Qkt6I4Ycys249-SxO9XYHg,34.15068,-118.447233,Nana's Kitchen,NA,5.0,91423
28,mMRSKrB0ParHA-eHimDx2Q,34.14717,-118.42427,Bollywood Bites Indian Restaurant - Sherman Oaks,$$,4.0,91423
29,LtsI9R0Ki1edZqketLEJzA,34.1516815934106,-118.448433169395,Gyu-Kaku Japanese BBQ,$$,4.0,91423
30,L5cStskQULe1LuwzEsZ_5Q,34.1470604,-118.4235992,Nesmon Café,$$,4.0,91423
31,l83hamkeoIpcqUiuWD1XNA,34.1488,-118.43772,Bamboo Cuisine,$$,3.5,91423
32,ERZMXJYLU_7F6jhWxx7Bcg,34.15661,-118.438638,Nekter Juice Bar,$$,4.0,91423
33,DTEA43PAmaL6ff0FZU3fyQ,34.14771,-118.428306,Boneyard Bistro,$$,4.0,91423
34,mdmZGHhykNcRAQjIOHnl0A,34.14691,-118.42276,Casa Vega,$$,3.0,91423
35,eDVHzbiualngGTjTPhqLvw,34.1482691,-118.4338345,Sucheff,$,3.0,91423
36,qqbrT6HJrzrM0Wkw6rlEPA,34.150088,-118.439202,Ralphs,$$,3.5,91423
37,GG_W5BORbu8mQCnSZsk-fw,34.1491857379643,-118.431129232049,Let's Pho,$$,4.0,91423
38,_jsDkvrumcVx54ER0MywAA,34.1508844052384,-118.447094925964,New York Bagel Cafe,$,3.5,91423
