,ID,Latitude,Longitude,Name,Price,Rating,Zipcode
0,Rin1iVCC39qypvloQD0HpQ,26.054003,-80.1438876,The Fish Grill,$$,4.0,33004
1,1k11SVFd7J7vDJYrt3mDOw,26.0531387,-80.143716,Zen Mystery,$$,4.5,33004
2,J5mr2W3xQfG3ZVJbYUopZw,26.0474499361279,-80.1437740117283,Bake Shack,$$,4.5,33004
3,lxgquIOWWpsw3BKChJ9xCQ,26.052393,-80.1369598,The Fresh Squeeze,$,4.5,33004
4,BHmBZm0mnTTLRAHhegGcIQ,26.05065,-80.14346,HipPOPs,$,4.5,33004
5,Ude3iQHk3s_eoHCWeuHLPQ,26.050705,-80.144192,Grampa's Bakery & Restaurant,$$,3.5,33004
6,iG3R8wIDkx131dTIrqsQcg,26.0576,-80.11206,QuarterDeck Restaurants,$$,3.5,33004
7,MEutVY3cm9GYzrAmKEJfIQ,26.04892,-80.15402,Robert's Restaurant,$$,4.0,33004
8,qANorY0mMHy5XmbzsJoHPQ,26.0731283838444,-80.1389122009277,Sergio's Cuban Cafe,$,2.0,33004
9,cRkYy6KdHtZ82KNKWt_vKA,26.0487024439557,-80.15946930233,Chipotle Mexican Grill,$,3.0,33004
