,ID,Latitude,Longitude,Name,Price,Rating,Zipcode
0,QDTM1i1Q8RW559sfhZDbtQ,41.416442,-81.904532,The Rail - North Olmsted,$$,4.0,44070
1,OFhlZImG34476xPfyCtQCw,41.4175495752981,-81.9045362043548,Wild Mango Restaurant & Bar,$$,4.0,44070
2,FnlNoLbbYtljVmte6_nZFw,41.418337,-81.907421,BJ's Restaurant & Brewhouse,$$,3.5,44070
3,3i2BNJh9699mZ9wzRFR2QA,41.419685,-81.901092,Chick-fil-A,$,4.0,44070
4,B5xWYgJDSN4RPPk4DlUajQ,41.4164702649214,-81.9236755371094,Inchin's Bamboo Garden,$$,3.0,44070
5,Nqs4_gT6nKyeTOJ_rgu1mg,41.42209,-81.90113,Frankie's Italian Cuisine,$$,3.0,44070
6,knDXdt6qgwd4xVPUsgkfWw,41.41713,-81.90107,Red Robin Gourmet Burgers,$$,3.5,44070
7,Oc_YzsJ590Uq60N0oi2hxA,41.42078,-81.90298,Aldi,$,4.0,44070
8,jXesESAWe36uVfwW6dQHhA,41.418268,-81.9025,Harry Buffalo,$$,3.0,44070
9,MluMl8BBxaeq_xRz985yCQ,41.417124,-81.925784,Giant Eagle,$$,2.5,44070
10,tmFJQmfI5YQh-_RBRBhlzQ,41.419230159841,-81.9134978950024,Upper Crust Pizza,$$,3.5,44070
11,k7JEg9KiP6HjCM7W-upXeQ,41.41626,-81.906996,Starbucks,$,4.0,44070
12,L1qCbC-FMbcCIt-LtqVIOQ,41.4071441721765,-81.9420079176609,Romeo's Pizza,$$,4.0,44070
13,aHDJO8v0WfTRSE2NblNpDw,41.4181879,-81.916329,Chipotle Mexican Grill,$,2.0,44070
14,T-Im6cn0zGmIFmeKdH1WbA,41.41507,-81.90022,Romano's Macaroni Grill,$$,3.0,44070
15,go_uJsNgk2WCRtl5m-v72g,41.42119,-81.90987,Olive Garden Italian Restaurant,$$,3.0,44070
16,V2He16YlxsAiHYyNjjGK4g,41.417046,-81.905896,Great Northern Mall,$$,3.0,44070
17,04fXKCVYBFFCjfqTuSR60w,41.4212000049103,-81.9091419875622,Denny's,$,2.5,44070
