,ID,Name,Zipcode,Latitude,Longitude,Price,Rating,IsGlutenFree
0,Elf0H4l_3qp-g_Dh63IQLw,Big Al's Pizzeria,90270,33.9836076530163,-118.185687519908,$$,4.5,0.0
1,ZbBCuc6xB6UgA3i1YxjT7Q,King Taco,90270,33.98834,-118.18571,$,3.5,0.0
2,LtJRhQJfGKrSzVmZ5hDoBg,Tacos Los Desvelados,90270,33.9914785954827,-118.184265183685,$,3.5,0.0
3,lGUShSOZqaLtnhpecJMm1w,Ohana Hawaiian BBQ,90270,33.987936,-118.185702,$,4.0,0.0
4,bIiwxicFQmbPsfanmnokhw,Mariscos El Chavalon,90270,33.9911996453473,-118.184544694443,$$,4.0,0.0
5,_o12I4SdwIlxw61yQqVNSQ,Douglas Drive-In,90270,33.9926414489746,-118.183349609375,$,4.0,0.0
6,P74GcNx_vqiheloCEHOA8A,Café Tres Leches,90270,33.9878728240254,-118.195877286709,NA,4.5,0.0
7,Te302ycaEsmrGS8fmUEE4A,Guatemalteca Bakery & Restaurant,90270,33.99221,-118.1836,$$,3.5,0.0
8,i4EqaeoL_j0ca0IpJYQRmQ,Birreria Estilo La Barca Jalisco,90270,33.98407,-118.18567,$,4.0,0.0
9,DxojnjveCx1-ap4PgnOH7w,El Indio Azteca,90270,33.9878685400376,-118.190175824876,$,4.0,0.0
10,_0yhEPWiDAJQs_rb4MpwRw,Little Mexico Chiquito,90270,33.9883203,-118.1958934,$,4.0,0.0
11,YfRKWRl0rUgSUbuTHAhIcg,WaBa Grill,90270,33.9871260523796,-118.185905590653,$,4.5,0.0
12,8Ly43G1Sa6SiPReEacNb7Q,Little Caesars,90270,33.9877809297655,-118.18500302732,NA,3.0,0.0
13,UXCbanlTDr3548fpDpTlGg,Delicias La Michoacana,90270,33.9878582226173,-118.1851378943,$,4.5,0.0
14,C935cIQRhis-iFkTjgKeVQ,La Costa Del Sol,90270,33.98736,-118.18476,$,2.5,0.0
15,FMC0oEiVDOpZLg8nmfKn-Q,Mariscos Bahia Restaurant,90270,33.983341217041,-118.186508178711,$,4.0,0.0
16,fPpAP6LJ599svpS2g5CBMA,Taco Boy,90270,33.98736,-118.18476,$,3.5,0.0
17,dXt9m3OtUyVlj7E8e-5pog,China Gate,90270,33.9861297607422,-118.186904907227,$,3.0,0.0
18,xfOnRmuaXhROWxifwi1-8Q,Los Cabos the Pupusa House,90270,33.9844667860716,-118.186239570392,$,3.5,0.0
19,S0x72gw_3ukfT0526HSdog,Las Islas Marias,90270,33.9861118842228,-118.18688994248,$$,2.5,0.0
20,CRdJNNk54sRoiRkj5iYUwA,El Chavalon Sushi & Mariscos,90270,33.9860464632511,-118.175117075443,$$,4.0,0.0
21,9SuZd_KL61JAnnpjU7mARQ,Fiesta Del Mar Restaurant,90270,33.9876444,-118.1905192,$,4.0,0.0
22,4x2nIXBpOBSiJLClgdbGkA,Ramirez Restaurant,90270,33.98729,-118.18973,$,4.5,0.0
23,xb3vZdQN_tR3JxjVOl1Afw,La Tequila Restaurant,90270,33.9891720127817,-118.185135126114,$$,2.5,0.0
24,jGSvbYIXHARjEVBaATKhLw,Las Champas 37,90270,33.9871316,-118.1841461,NA,3.0,0.0
25,1M1IhNblRKTLyvPIgYIHsw,Bricks Restaurant & Sports Bar,90270,33.99592,-118.19877,NA,3.5,0.0
26,GyKe-hv1XZLI51n6sbj2-A,Azucena's Tacos,90270,33.9873009,-118.1858902,$,3.5,0.0
27,UqZ75r7yE3hfX1-MQdsEMw,Las Trancas,90270,33.9917,-118.184767,$$,3.5,0.0
28,mzlrOPYPxoWs-tl-MKxgVQ,El Pollo Loco,90270,33.9872402,-118.1853161,$,1.5,0.0
29,d-TU4s5B-jay32xvKj9_jg,Burger King,90270,33.9881531,-118.1970015,$,2.5,0.0
30,Xi0kNpWlXQFeR59gq-BWrw,Apollo Burgers,90270,33.98628,-118.18039,$,2.5,0.0
31,_QPgq0sWoD5mBMaX-i8Ntg,Primo Burgers,90270,33.989193,-118.203216,$,3.5,0.0
32,MswbJsVbHkknh_NPKQgibA,taqueria la fogata,90270,33.98712,-118.18806,NA,5.0,0.0
33,GZhYg3jH6Ba3dlsp079C3g,Jessie Ahogadas Express,90270,33.9879802530103,-118.192515559495,$,4.5,0.0
34,2JLY4UL32SvDooNRhr288Q,Wingstop,90270,33.9870089,-118.1857868,NA,1.0,0.0
35,gHrprJokGBst5XgJcnLZFw,Taqueria Noa Noa,90270,33.9841487831435,-118.185846815616,$$,4.5,0.0
36,h-ES5eJ3t2hwtE2baTlJEA,Las Palapas Salvadoreno,90270,33.98846,-118.20134,NA,5.0,0.0
37,VAYyY43WaVPGudj9DLwTGw,The Sabrosa Grill,90270,33.9885757,-118.2010757,$,3.5,0.0
38,DQq4-s1nLT5ywISHt8QQhg,Little Caesars Pizza,90270,33.9875077,-118.1853623,$,3.0,0.0
39,TnYe0dkLk9-HvwiNvZN8VQ,Chris's Hamburgers,90270,33.9878158569336,-118.19482421875,$,3.0,0.0
40,4_AMfMMXspP17EiP2CZKAg,Pronto Pizza,90270,33.98821,-118.19312,$,4.0,0.0
41,VEpcsV5CadDMUVO6CE2o9g,KFC,90270,33.9881,-118.194,$,2.5,0.0
42,cBiPgYpz7yDVGnrO8ITqeQ,Denny's,90270,33.9868563,-118.1853708,$,2.0,0.0
43,WDUCgK09vS5o5u64joNfLw,Amapola-Mexican Deli,90270,33.9851226806641,-118.185516357422,$,2.0,0.0
44,2H8MTFkkNNEh70cIZXqhKQ,Los Valdovinos Taquizas & Catering,90270,33.992875062634,-118.203350007534,NA,4.5,0.0
45,0mxhEaGmy8Xz_4YRRW5Wfw,Yoshinoya,90270,33.98759,-118.18694,$,2.5,0.0
