,ID,Name,Zipcode,Latitude,Longitude,Price,Rating
0,ul_l_vVJyEEcLNxyVN_NnA,The Vault Wine Bar,44875,40.881498,-82.6603681,$$,4.5
1,BqV3QHL7NRbuiEoEKzAOrQ,Ted & Ali's Corner Cafe,44875,40.886312,-82.661959,$,4.5
2,LcmoyDJTbP3X5rP1virFcQ,Paul's Drive In,44875,40.88217,-82.66301,$,4.0
3,grGxyH0xBaIMeq1Bitzsvw,Gionino's Pizzeria,44875,40.881450479626,-82.6627461612225,NA,4.5
4,tkHlHsGxR2M1znmM2Oy7qA,La Campesina,44875,40.8724746704102,-82.6477890014648,$$,4.0
5,y-F3Tt9r0dEeQn5kiep0nw,Jc Dari Bar,44875,40.8986778259277,-82.6616592407227,NA,4.5
6,QOufvpJ4Pkt6xc1raGl8Fg,diner 39,44875,40.8684873700551,-82.6446454779719,NA,4.0
7,GcTvWQ2zLHr7urWUNE25Kw,China House,44875,40.8663279020336,-82.641549718627,NA,5.0
8,F6wHoUnFUQ8flbqICBlT4Q,Napoli's Pizza,44875,40.88123,-82.65961,NA,4.5
9,Qcf4sYa8vLUn2SZ6wFVUUQ,KFC,44875,40.8815,-82.663,NA,5.0
10,tqsjdPmgSbzT1O_aEI082A,Mama's Pizza,44875,40.87895,-82.65638,NA,3.5
11,fM7td5Jh_XmI7Ygvq2AuXQ,Wendy's,44875,40.8695831298828,-82.6458892822266,$,1.0
12,VXeVVoSZQwBR8Ozw7-hD7g,Taco Bell,44875,40.87045,-82.64645,$,3.5
13,qlkEEfBMGJlR2vxSVcCREA,Domino's Pizza,44875,40.88124,-82.65677,$$,5.0
14,Ou294t_Aiw7gj7F0wF-5Kg,East of Chicago Pizza,44875,40.8702899,-82.6458466,NA,4.5
15,VVkEfDENilThk3_phNclvQ,Subway,44875,40.88083,-82.65675,NA,4.0
