,ID,Name,Zipcode,Latitude,Longitude,Price,Rating,IsGlutenFree
0,BE9n1NGLQGoz9bBOgi0b7g,Pho Ever Restaurant,90249,33.9014435043202,-118.319028317929,$,4.0,1
1,pa4sIMtWXs14kpUanGfD0A,The Shawarma Factory,90249,33.89669,-118.30946,$,4.5,1
2,X86JkZjCtrB_DGiCEHeQng,Bowl Thai,90249,33.88919,-118.308938,$$,4.5,1
3,iJrQpn0tlqtNKovcJLMgUg,Oh My Burger,90249,33.9162144603724,-118.31688248301,$$,4.5,1
4,_ja3-3iaKDMObWpALZVgKg,Pho Daily,90249,33.8935962,-118.3090251,$,4.0,1
5,7fvPEXk3i7H1R4v3sOluCQ,BAMBU,90249,33.89118,-118.30871,$,4.5,1
6,WDLVM2gLwWvK_Xm9PhB2Ww,Amandine Patisserie Cafe - Gardena,90249,33.891130063107,-118.308928124607,$$,4.0,1
7,vQVVW_gHvvVR-mKwIpKjjA,Mr Fries Man,90249,33.8969616186225,-118.308583125472,NA,4.0,1
8,sfHvGqEAniR2mIe1rQaDBQ,It's Boba Time,90249,33.890392,-118.3090151,$,3.5,1
9,lR3vAYaHoHQNb2CNsCN6ew,Domino's Pizza,90249,33.88648,-118.32611,$,2.5,1
0,_ja3-3iaKDMObWpALZVgKg,Pho Daily,90249,33.8935962,-118.3090251,$,4.0,0
1,pa4sIMtWXs14kpUanGfD0A,The Shawarma Factory,90249,33.89669,-118.30946,$,4.5,0
2,zyONCPCYQKxcLrKxkru_kg,The Crab Shack,90249,33.88984,-118.308558,$$,4.0,0
3,c9EZe7nnvdLbcbHIz-kpbw,Yuk Dae Jang,90249,33.89118,-118.30871,$$,4.5,0
4,X86JkZjCtrB_DGiCEHeQng,Bowl Thai,90249,33.88919,-118.308938,$$,4.5,0
5,EeIZY3w8l-jk-6EnNWRceA,Sushi Yoko,90249,33.9020449,-118.3180371,$$,4.5,0
6,YNvuj6Zc7cWjWTpALvqV1Q,Moana Grill,90249,33.891381,-118.30894,$$,4.5,0
7,BE9n1NGLQGoz9bBOgi0b7g,Pho Ever Restaurant,90249,33.9014435043202,-118.319028317929,$,4.0,0
8,iJrQpn0tlqtNKovcJLMgUg,Oh My Burger,90249,33.9162144603724,-118.31688248301,$$,4.5,0
9,ktT_3vboa0EDuY_7qgZ7Iw,Kyodong Noodle,90249,33.891751253787,-118.308912031353,NA,4.0,0
10,UN0yIYCgroQSpcZZ9l8Q9g,Grand Fish Tacos & Ceviche,90249,33.8917483524517,-118.308927,$$,4.0,0
11,eqMFfvWf3toULCDt20N2AQ,Chicken Maison,90249,33.88648,-118.32611,$$,4.5,0
12,7lc-l2sDwiCv6UbGz5YakQ,The Place Gu Jip Restaurant,90249,33.8910942077637,-118.309677124023,$$,4.0,0
