,ID,Name,Zipcode,Latitude,Longitude,Price,Rating,IsGlutenFree
0,q8OXr5RziUCsmkncnjy-NA,Restaurant Gastrognome,92549,33.74419,-116.71336,$$,4.0,1
1,gKkXj3to-6B92d-jjb4TbQ,FERRO,92549,33.74587,-116.71108,$$,4.5,1
2,aU4ZasQmedt2VPxmMCt5gg,Idyllwild Pizza Co,92549,33.74364,-116.71317,$$,4.0,1
3,SVdWEZrdmat1_n1KVuHCLw,Cafe Aroma,92549,33.7510377,-116.7072401,$$,4.0,1
4,mGIavPNVTIx3xC-zjNMyGg,Fratello's Ristorante & Pizzeria,92549,33.7444,-116.71401,$$,4.0,1
5,AZ5smcRZJVnI6HKk3O9JQw,The Lumber Mill Bar and Grill,92549,33.74598,-116.71496,$$,4.0,1
6,ds_eL6Tjlig9BzpgPLd17A,Plant Food Supper Club Cafe,92549,33.7442195,-116.7145367,$$,4.5,1
7,3wEdJjTrwErmzkcoSk6lgg,Tommy's Kitchen,92549,33.7493,-116.70802,$$,4.5,1
8,ldjMXXwuf2m_DqwoYy5SMw,La Casita Mexican Restaurant,92549,33.74914,-116.70806,$$,4.0,1
9,PNOO2NcFC7EksD1omev8BA,Idyllwild Bake Shop & Brew,92549,33.7455881316445,-116.714334162079,$,4.5,1
10,S8EiU3TEL-kQ3IW2MN2Prg,Mile High Cafe,92549,33.73933,-116.720147,$$,4.0,1
11,c2c8AR79ERcwNvHNIqJx2g,IDYology,92549,33.7523858750738,-116.706345763229,$$,4.0,1
12,fLFyOmBO4-O3gNNAM5ap-A,Red Kettle,92549,33.745431,-116.713964,$$,4.0,1
13,pfh_WUXKt8c12GiyzCYqUw,The Town Baker,92549,33.7461262,-116.7118768,$,4.5,1
14,JZDMwOvLIbsCzUtZyCRvPA,The Grand Idyllwild Lodge,92549,33.752296,-116.707489,$$$,5.0,1
15,NO_o1I2BoV87BWR5v0uM_w,Higher Grounds Coffee,92549,33.7451468373789,-116.713259854739,$,4.0,1
16,1OnZEcmN46kIttdwdQ128g,Strawberry Creek Inn,92549,33.741828918457,-116.718681335449,NA,4.0,1
0,gKkXj3to-6B92d-jjb4TbQ,FERRO,92549,33.74587,-116.71108,$$,4.5,0
1,c2c8AR79ERcwNvHNIqJx2g,IDYology,92549,33.7523858750738,-116.706345763229,$$,4.0,0
2,q8OXr5RziUCsmkncnjy-NA,Restaurant Gastrognome,92549,33.74419,-116.71336,$$,4.0,0
3,mGIavPNVTIx3xC-zjNMyGg,Fratello's Ristorante & Pizzeria,92549,33.7444,-116.71401,$$,4.0,0
4,aU4ZasQmedt2VPxmMCt5gg,Idyllwild Pizza Co,92549,33.74364,-116.71317,$$,4.0,0
5,jGAuA8Fy7PQy6UBCwWG__A,Crazy Train Pub & Grill,92549,33.7430499,-116.71888,$$,4.5,0
6,SVdWEZrdmat1_n1KVuHCLw,Cafe Aroma,92549,33.7510377,-116.7072401,$$,4.0,0
7,AZ5smcRZJVnI6HKk3O9JQw,The Lumber Mill Bar and Grill,92549,33.74598,-116.71496,$$,4.0,0
8,3wEdJjTrwErmzkcoSk6lgg,Tommy's Kitchen,92549,33.7493,-116.70802,$$,4.5,0
9,ldjMXXwuf2m_DqwoYy5SMw,La Casita Mexican Restaurant,92549,33.74914,-116.70806,$$,4.0,0
10,Q1hgUeWbwTaJZ_7k7UJBlQ,Backroom,92549,33.74567,-116.71395,NA,5.0,0
11,ds_eL6Tjlig9BzpgPLd17A,Plant Food Supper Club Cafe,92549,33.7442195,-116.7145367,$$,4.5,0
12,S8EiU3TEL-kQ3IW2MN2Prg,Mile High Cafe,92549,33.73933,-116.720147,$$,4.0,0
13,fLFyOmBO4-O3gNNAM5ap-A,Red Kettle,92549,33.745431,-116.713964,$$,4.0,0
14,Gk6gORirjQ7eeqeepioZ2w,Tacos Los Gorditos,92549,33.7429962158203,-116.717948913574,$$,4.0,0
15,qd0D6Yb5tuadwbhMNqdkMw,"Idyllwild Village Market, Deli and Pizzeria",92549,33.7459518,-116.7142162,$$,3.5,0
16,PNOO2NcFC7EksD1omev8BA,Idyllwild Bake Shop & Brew,92549,33.7455881316445,-116.714334162079,$,4.5,0
17,pfh_WUXKt8c12GiyzCYqUw,The Town Baker,92549,33.7461262,-116.7118768,$,4.5,0
18,B1vuJIsVuU22rIli8rb6VQ,Idyllwild Arts Dining Hall,92549,33.7285423278809,-116.748146057129,NA,1.0,0
